iter	Logloss
574	0.5711314675
575	0.5711194048
576	0.571111692
577	0.5711076883
578	0.5711034146
579	0.5710953894
580	0.5710875119
581	0.5710786932
582	0.5710763717
583	0.5710680079
584	0.5710578522
585	0.5710501297
586	0.5710421469
587	0.5710366199
588	0.5710233931
589	0.5710173337
590	0.5710042371
591	0.5709954862
592	0.570986238
593	0.5709819063
594	0.5709725571
595	0.570964303
596	0.5709555489
597	0.570947298
598	0.5709438578
599	0.5709380439
600	0.5709301168
601	0.5709154705
602	0.5709020944
603	0.5708970441
604	0.5708921776
605	0.570880938
606	0.5708688151
607	0.5708598809
608	0.570848154
609	0.5708400936
610	0.570831623
611	0.5708211539
612	0.5708098675
613	0.5708067101
614	0.5707993201
615	0.5707863804
616	0.5707783339
617	0.5707756606
618	0.5707644866
619	0.5707579774
620	0.570751497
621	0.5707398842
622	0.5707303718
623	0.5707253314
624	0.5707202269
625	0.5707070688
626	0.5706891931
627	0.5706792303
628	0.5706728034
629	0.570668011
630	0.5706584171
631	0.5706481209
632	0.5706403955
633	0.570635733
634	0.570627408
635	0.5706189893
636	0.5706119932
637	0.5706093547
638	0.5706016652
639	0.5705932158
640	0.570586395
641	0.5705762488
642	0.5705679574
643	0.5705621535
644	0.5705561774
645	0.5705401403
646	0.5705344678
647	0.5705271698
648	0.5705171339
649	0.5705064721
650	0.5705012275
651	0.5704899801
652	0.5704831471
653	0.5704749386
654	0.5704717893
655	0.570452959
656	0.5704419444
657	0.5704343989
658	0.5704294833
659	0.5704223092
660	0.5704190595
661	0.5704163408
662	0.5704120705
663	0.5704078968
664	0.570405004
665	0.5703967976
666	0.5703928925
667	0.5703862886
668	0.570382477
669	0.5703757016
670	0.5703666697
671	0.5703556583
672	0.5703482586
673	0.5703421068
674	0.5703285839
675	0.5703207432
676	0.5703106393
677	0.5703008553
678	0.5702957681
679	0.5702898539
680	0.5702772685
681	0.5702733349
682	0.5702684472
683	0.5702641285
684	0.5702511148
685	0.5702457411
686	0.5702391324
687	0.5702300034
688	0.5702186309
689	0.5702137157
690	0.5702048586
691	0.5701967441
692	0.5701873629
693	0.5701766226
694	0.5701682909
695	0.570162957
696	0.5701595546
697	0.5701527383
698	0.5701422803
699	0.5701270601
700	0.5701154312
701	0.570112312
702	0.5701044081
703	0.5700947651
704	0.5700867939
705	0.5700802311
706	0.5700712441
707	0.5700668887
708	0.5700615581
709	0.5700525928
710	0.5700459379
711	0.5700378239
712	0.5700319307
713	0.5700163639
714	0.5700077686
715	0.5700038291
716	0.5699976561
717	0.5699842737
718	0.5699764731
719	0.5699673375
720	0.5699635191
721	0.569960245
722	0.569953111
723	0.5699457346
724	0.5699393234
725	0.5699344788
726	0.5699282114
727	0.5699202132
728	0.5699130469
729	0.5699026138
730	0.5698924572
731	0.5698894906
732	0.5698799732
733	0.5698785868
734	0.5698761553
735	0.5698737142
736	0.5698650939
737	0.569860207
738	0.5698529759
739	0.5698476451
740	0.5698406376
741	0.5698275573
742	0.5698261648
743	0.5698145032
744	0.5698061627
745	0.5697943966
746	0.5697862801
747	0.5697757298
748	0.5697668225
749	0.569761921
750	0.5697576523
751	0.5697494818
752	0.5697451373
753	0.5697354199
754	0.5697270246
755	0.5697202524
756	0.5697121463
757	0.5697038351
758	0.5696931696
759	0.5696871355
760	0.5696814424
761	0.5696762597
762	0.5696700213
763	0.5696634533
764	0.5696587208
765	0.5696484416
766	0.5696402946
767	0.5696342124
768	0.5696288738
769	0.569618464
770	0.5696086423
771	0.5695985361
772	0.56959695
773	0.5695885699
774	0.5695799057
775	0.5695729535
776	0.5695694168
777	0.5695592609
778	0.5695500449
779	0.5695411794
780	0.5695325319
781	0.569523546
782	0.5695154735
783	0.5695105721
784	0.5694987823
785	0.5694924838
786	0.5694821123
787	0.5694784091
788	0.5694722325
789	0.569463369
790	0.5694580128
791	0.5694482268
792	0.5694392445
793	0.5694347431
794	0.5694279118
795	0.5694168631
796	0.5694088921
797	0.5694004402
798	0.5693896106
799	0.5693792654
800	0.56937525
801	0.5693654018
802	0.5693608275
803	0.5693529722
804	0.569347745
805	0.569340427
806	0.5693342233
807	0.5693251019
808	0.5693141757
809	0.5693037372
810	0.5692968389
811	0.5692863838
812	0.5692768056
813	0.5692692344
814	0.5692579931
815	0.5692521936
816	0.5692435582
817	0.5692336544
818	0.5692276859
819	0.5692251358
820	0.5692151628
821	0.5692053172
822	0.5691982767
823	0.5691904226
824	0.569184907
825	0.5691787138
826	0.5691767216
827	0.5691678471
828	0.5691632967
829	0.5691588061
830	0.5691506004
831	0.5691469686
832	0.5691381328
833	0.5691330235
834	0.5691171895
835	0.5691069872
836	0.5691009178
837	0.5690931564
838	0.5690820148
839	0.5690786332
840	0.5690730233
841	0.5690675065
842	0.5690639761
843	0.5690581412
844	0.5690487454
845	0.5690421812
846	0.5690379724
847	0.5690303209
848	0.5690258088
849	0.5690204362
850	0.5690205219
851	0.5690119701
852	0.5690070367
853	0.5690001483
854	0.5689934933
855	0.5689900674
856	0.5689827106
857	0.5689764144
858	0.5689713649
859	0.5689624012
860	0.5689573167
861	0.5689519173
862	0.5689459142
863	0.5689406926
864	0.5689348185
865	0.5689308778
866	0.568922393
867	0.5689120926
868	0.5689089501
869	0.5688995581
870	0.5688946487
871	0.5688863669
872	0.5688783961
873	0.5688721879
874	0.5688626771
875	0.5688590105
876	0.5688464092
877	0.5688415326
878	0.5688370477
879	0.5688280464
880	0.5688250965
881	0.568822072
882	0.5688140779
883	0.5688089904
884	0.5687958728
885	0.5687882415
886	0.56877514
887	0.5687679117
888	0.5687634072
889	0.5687535754
890	0.5687479854
891	0.5687459384
892	0.5687335275
893	0.568727794
894	0.5687210922
895	0.5687106291
896	0.5687037453
897	0.5686961525
898	0.5686885613
899	0.5686759893
900	0.5686716421
901	0.5686691479
902	0.5686609516
903	0.5686538146
904	0.5686471601
905	0.5686427436
906	0.5686392576
907	0.5686282816
908	0.5686211369
909	0.5686156652
910	0.5686105507
911	0.568604601
912	0.5685948107
913	0.5685866988
914	0.5685756694
915	0.5685692625
916	0.5685647971
917	0.5685569553
918	0.5685534056
919	0.5685476069
920	0.5685435928
921	0.5685333855
922	0.5685284425
923	0.5685238819
924	0.5685186707
925	0.5685149473
926	0.5685139467
927	0.5685087915
928	0.5685078519
929	0.5685034612
930	0.5684970127
931	0.5684938781
932	0.5684883929
933	0.5684850593
934	0.5684759706
935	0.5684637316
936	0.5684592683
937	0.5684512378
938	0.5684431675
939	0.56843831
940	0.5684339128
941	0.5684284474
942	0.5684238275
943	0.5684145992
944	0.5684129277
945	0.5684036731
946	0.5683977164
947	0.5683922985
948	0.5683912313
949	0.5683830167
950	0.5683766354
951	0.5683736113
952	0.5683680576
953	0.5683563996
954	0.5683457599
955	0.5683382932
956	0.5683259074
957	0.5683147477
958	0.568304775
959	0.5683002183
960	0.5682967753
961	0.5682915432
962	0.5682858401
963	0.5682794518
964	0.5682737428
965	0.5682642217
966	0.5682590007
967	0.5682513283
968	0.5682454647
969	0.5682402876
970	0.5682293686
971	0.5682207191
972	0.568217712
973	0.5682096593
974	0.5682031838
975	0.56820088
976	0.568193356
977	0.5681827472
978	0.5681780024
979	0.5681677311
980	0.5681597655
981	0.5681484398
982	0.5681412764
983	0.5681355288
984	0.5681274453
985	0.568123854
986	0.568118562
987	0.5681088204
988	0.5681005798
989	0.5680961309
990	0.5680916813
991	0.5680825696
992	0.5680760524
993	0.5680705087
994	0.5680626275
995	0.568057033
996	0.5680519891
997	0.5680483131
998	0.5680383759
999	0.5680326983
